game,player,ranking,updated_rating
935,151,2,"{""mu"": 19.99125715373714, ""sigma"": 4.754634695759943, ""ordinal"": 1337.4564735949755}"
935,134,2,"{""mu"": 21.227579070254187, ""sigma"": 7.355002679391449, ""ordinal"": 1179.9017047699163}"
936,37,2,"{""mu"": 30.57736683048567, ""sigma"": 6.120335781427246, ""ordinal"": 1493.1926276688944}"
936,42,1,"{""mu"": 28.223486282305778, ""sigma"": 6.463102405771323, ""ordinal"": 1412.0202975598033}"
936,123,2,"{""mu"": 24.289591153138208, ""sigma"": 7.966535999326019, ""ordinal"": 1209.3595957238435}"
937,37,2,"{""mu"": 29.19857667067921, ""sigma"": 5.996165529059806, ""ordinal"": 1469.0419220039948}"
937,42,1,"{""mu"": 30.198037972211715, ""sigma"": 6.391165940400648, ""ordinal"": 1464.5889636242346}"
937,123,2,"{""mu"": 23.625629670024193, ""sigma"": 7.642854236735598, ""ordinal"": 1216.7296070356176}"
938,77,2,"{""mu"": 21.651644482077106, ""sigma"": 5.659178102756581, ""ordinal"": 1312.1786441713766}"
938,175,1,"{""mu"": 28.602840809065913, ""sigma"": 5.78347336545151, ""ordinal"": 1470.058097105073}"
938,103,2,"{""mu"": 21.333604535347344, ""sigma"": 4.826884748215842, ""ordinal"": 1364.4708069767958}"
939,77,2,"{""mu"": 20.917636277405457, ""sigma"": 5.521605867295184, ""ordinal"": 1304.4676482124778}"
939,175,1,"{""mu"": 30.078505796694476, ""sigma"": 5.699975417189263, ""ordinal"": 1511.4859090830405}"
939,103,2,"{""mu"": 20.8396546022789, ""sigma"": 4.7553535150719135, ""ordinal"": 1357.7662573695159}"
940,116,2,"{""mu"": 27.67540386331359, ""sigma"": 4.4657522692119, ""ordinal"": 1542.6755293362694}"
940,172,1,"{""mu"": 31.318654815226434, ""sigma"": 4.721784242276526, ""ordinal"": 1611.6792501215245}"
940,8,2,"{""mu"": 30.97923512554617, ""sigma"": 6.023124896691272, ""ordinal"": 1509.8366504513365}"
941,116,2,"{""mu"": 27.342926707930996, ""sigma"": 4.407402778621276, ""ordinal"": 1538.897240929612}"
941,172,2,"{""mu"": 30.44111687233357, ""sigma"": 4.642371037708094, ""ordinal"": 1596.336090221023}"
941,8,1,"{""mu"": 33.011673827802746, ""sigma"": 5.9212522096642575, ""ordinal"": 1565.9500127714393}"
942,34,2,"{""mu"": 24.954256855265303, ""sigma"": 7.882278501056021, ""ordinal"": 1231.3781124503337}"
942,85,2,"{""mu"": 35.714694160826035, ""sigma"": 4.228162595653579, ""ordinal"": 1752.7249529727671}"
942,121,1,"{""mu"": 25.242116392145558, ""sigma"": 4.7587200958331515, ""ordinal"": 1463.1829465115065}"
943,34,2,"{""mu"": 24.836087152606908, ""sigma"": 7.487581981204731, ""ordinal"": 1256.960189015825}"
943,85,2,"{""mu"": 34.645584631293815, ""sigma"": 4.190856970232265, ""ordinal"": 1729.7523292943283}"
943,121,1,"{""mu"": 26.63933585413468, ""sigma"": 4.73559656645322, ""ordinal"": 1498.3811077146006}"
944,130,2,"{""mu"": 24.88481662953131, ""sigma"": 7.889893529429884, ""ordinal"": 1229.1632649898}"
944,99,1,"{""mu"": 41.45199063455304, ""sigma"": 3.768443402223981, ""ordinal"": 1923.5198502691464}"
944,64,2,"{""mu"": 31.36816447216368, ""sigma"": 4.91513790873474, ""ordinal"": 1598.946017903027}"
945,130,2,"{""mu"": 24.757116573829226, ""sigma"": 7.507725119718366, ""ordinal"": 1253.6145891521792}"
945,99,1,"{""mu"": 41.92695029291377, ""sigma"": 3.7563751758371042, ""ordinal"": 1935.787794369659}"
945,64,2,"{""mu"": 30.609908121042608, ""sigma"": 4.849528804484899, ""ordinal"": 1585.4717209821097}"
946,17,1,"{""mu"": 34.334857288928504, ""sigma"": 4.04008286637532, ""ordinal"": 1733.150608555261}"
946,118,2,"{""mu"": 23.263492339885804, ""sigma"": 7.919082984715898, ""ordinal"": 1188.1498412577148}"
946,119,2,"{""mu"": 20.521111563112612, ""sigma"": 7.093915749582675, ""ordinal"": 1181.74474354475}"
947,17,1,"{""mu"": 34.87294998901238, ""sigma"": 4.0274561475601836, ""ordinal"": 1746.973957111964}"
947,118,2,"{""mu"": 21.889139623405303, ""sigma"": 7.563837259064415, ""ordinal"": 1180.7430683090893}"
947,119,2,"{""mu"": 19.965470054467655, ""sigma"": 6.880239756746714, ""ordinal"": 1183.7940188214604}"
948,32,1,"{""mu"": 27.10076468637144, ""sigma"": 5.8695198618241395, ""ordinal"": 1427.8129224215766}"
948,10,2,"{""mu"": 21.38225615279807, ""sigma"": 4.758738767439863, ""ordinal"": 1370.5449564114836}"
948,6,2,"{""mu"": 22.851070342121048, ""sigma"": 7.8439578643242225, ""ordinal"": 1183.6607219795612}"
949,32,2,"{""mu"": 25.70302345920992, ""sigma"": 5.740303642345717, ""ordinal"": 1403.5707007721464}"
949,10,2,"{""mu"": 21.096331507372902, ""sigma"": 4.708974510489837, ""ordinal"": 1367.2657914216813}"
949,6,1,"{""mu"": 26.123823859934124, ""sigma"": 7.66236730390513, ""ordinal"": 1275.2813267572496}"
950,42,2,"{""mu"": 30.02519855201007, ""sigma"": 6.240006058335102, ""ordinal"": 1471.3243290481144}"
950,101,2,"{""mu"": 39.25400146084503, ""sigma"": 3.8152187106874096, ""ordinal"": 1867.4002878907872}"
950,149,1,"{""mu"": 35.259256308348455, ""sigma"": 7.7105887946228435, ""ordinal"": 1491.0597581875181}"
951,42,2,"{""mu"": 29.88167785181901, ""sigma"": 6.09886826041957, ""ordinal"": 1478.0417536934474}"
951,101,2,"{""mu"": 38.548224121861374, ""sigma"": 3.792659488632957, ""ordinal"": 1852.0858957431}"
951,149,1,"{""mu"": 38.36007335056133, ""sigma"": 7.524450147424427, ""ordinal"": 1578.881349798913}"
952,112,2,"{""mu"": 31.033909658537098, ""sigma"": 7.556481473243874, ""ordinal"": 1400.7471657313315}"
952,175,2,"{""mu"": 29.4247388985008, ""sigma"": 5.589830168381464, ""ordinal"": 1503.7259614405539}"
952,121,1,"{""mu"": 27.922307694697114, ""sigma"": 4.715178719745811, ""ordinal"": 1530.6425168510323}"
953,112,1,"{""mu"": 33.831192879773816, ""sigma"": 7.370409703211471, ""ordinal"": 1481.2791304833459}"
953,175,2,"{""mu"": 28.542199896030738, ""sigma"": 5.478594927662359, ""ordinal"": 1490.553962713048}"
953,121,2,"{""mu"": 27.46095342955131, ""sigma"": 4.661165817857197, ""ordinal"": 1523.4589434235131}"
954,20,2,"{""mu"": 36.38185855586781, ""sigma"": 4.132715128439398, ""ordinal"": 1775.6091160931908}"
954,11,1,"{""mu"": 32.50961032637358, ""sigma"": 4.357322423552796, ""ordinal"": 1666.5034333371646}"
954,17,2,"{""mu"": 34.42603387269703, ""sigma"": 3.970470858881332, ""ordinal"": 1740.3509111052729}"
955,20,2,"{""mu"": 35.55672523716041, ""sigma"": 4.066767355102063, ""ordinal"": 1760.5541561245013}"
955,11,2,"{""mu"": 32.17662272468298, ""sigma"": 4.28265648446211, ""ordinal"": 1663.8876785111197}"
955,17,1,"{""mu"": 35.46418407749661, ""sigma"": 3.945350861416982, ""ordinal"": 1767.075155837896}"
956,99,1,"{""mu"": 42.38990990426249, ""sigma"": 3.743820233186916, ""ordinal"": 1947.8027809128416}"
956,172,2,"{""mu"": 29.86804417122992, ""sigma"": 4.587577165989054, ""ordinal"": 1586.527504158306}"
956,6,2,"{""mu"": 25.759084233609705, ""sigma"": 7.285018344641991, ""ordinal"": 1293.6967007924095}"
957,99,1,"{""mu"": 42.830664924056116, ""sigma"": 3.7308874062417923, ""ordinal"": 1959.3120649279376}"
957,172,2,"{""mu"": 29.32768082852556, ""sigma"": 4.532868533597159, ""ordinal"": 1577.497805465618}"
957,6,2,"{""mu"": 25.453165551256397, ""sigma"": 6.961920780073639, ""ordinal"": 1309.6176770648517}"
958,32,2,"{""mu"": 24.816262486997257, ""sigma"": 5.636541258664721, ""ordinal"": 1389.7593290640743}"
958,8,1,"{""mu"": 34.33584948521921, ""sigma"": 5.856380555909992, ""ordinal"": 1602.4009876197415}"
958,118,2,"{""mu"": 21.268073235206256, ""sigma"": 7.271571709610071, ""ordinal"": 1186.880594553025}"
959,32,1,"{""mu"": 26.612122001685336, ""sigma"": 5.593466999058822, ""ordinal"": 1435.961304108213}"
959,8,2,"{""mu"": 32.31327037216638, ""sigma"": 5.738717921649826, ""ordinal"": 1562.3307985732056}"
959,118,2,"{""mu"": 21.397462780925128, ""sigma"": 7.045999807170125, ""ordinal"": 1206.227120625954}"
960,77,2,"{""mu"": 20.849177943986955, ""sigma"": 5.388261529117131, ""ordinal"": 1312.4254405592535}"
960,114,2,"{""mu"": 28.19381352892804, ""sigma"": 4.345141882946521, ""ordinal"": 1563.8013091221235}"
960,129,1,"{""mu"": 27.98672546812293, ""sigma"": 4.368209230463006, ""ordinal"": 1557.1703466416138}"
961,77,2,"{""mu"": 20.724485236011642, ""sigma"": 5.261556277219383, ""ordinal"": 1318.5555937044837}"
961,114,1,"{""mu"": 29.229817958270857, ""sigma"": 4.312842413862847, ""ordinal"": 1590.9909772003757}"
961,129,2,"{""mu"": 27.021656611686687, ""sigma"": 4.303505984978664, ""ordinal"": 1538.6673277620166}"
962,130,1,"{""mu"": 27.54128455757403, ""sigma"": 7.389519867586484, ""ordinal"": 1328.94539891555}"
962,191,2,"{""mu"": 28.296769295132545, ""sigma"": 5.6985045971148365, ""ordinal"": 1468.830132090913}"
962,123,2,"{""mu"": 22.904879617635853, ""sigma"": 7.374048798854961, ""ordinal"": 1218.7855973057033}"
963,130,1,"{""mu"": 30.05078030388513, ""sigma"": 7.261171155213763, ""ordinal"": 1398.4144041178522}"
963,191,2,"{""mu"": 27.184291764324055, ""sigma"": 5.604974134387131, ""ordinal"": 1448.864864667904}"
963,123,2,"{""mu"": 22.268584425567592, ""sigma"": 7.133058041329081, ""ordinal"": 1220.8658472379284}"
964,148,2,"{""mu"": 38.435151906090084, ""sigma"": 3.907946620691127, ""ordinal"": 1841.0714890564009}"
964,64,1,"{""mu"": 32.22851597908189, ""sigma"": 4.805502530144841, ""ordinal"": 1627.488201327537}"
964,151,2,"{""mu"": 20.5587310689753, ""sigma"": 4.712032870598247, ""ordinal"": 1354.1431789723333}"
965,148,1,"{""mu"": 39.04867946884498, ""sigma"": 3.884893683739446, ""ordinal"": 1857.4559620230393}"
965,64,2,"{""mu"": 30.988329951613082, ""sigma"": 4.71502755447517, ""ordinal"": 1604.2379349165017}"
965,151,2,"{""mu"": 20.859306024943464, ""sigma"": 4.654128564776424, ""ordinal"": 1365.5260879347406}"
966,85,1,"{""mu"": 35.191194416418696, ""sigma"": 4.175017283126456, ""ordinal"": 1743.9874216089438}"
966,134,2,"{""mu"": 20.247357613407555, ""sigma"": 7.077543719673544, ""ordinal"": 1176.3534349052861}"
966,119,2,"{""mu"": 19.353048191676436, ""sigma"": 6.6746705435343765, ""ordinal"": 1183.8968774657594}"
967,85,1,"{""mu"": 35.70262342534074, ""sigma"": 4.158860922822424, ""ordinal"": 1757.4249757649632}"
967,134,2,"{""mu"": 19.418864970279838, ""sigma"": 6.831333542524116, ""ordinal"": 1174.1967442249797}"
967,119,2,"{""mu"": 18.783075608160026, ""sigma"": 6.484579028037791, ""ordinal"": 1183.9041245771198}"
968,34,2,"{""mu"": 23.52158043598535, ""sigma"": 7.170252777941053, ""ordinal"": 1248.2597304518924}"
968,96,2,"{""mu"": 22.742332219847825, ""sigma"": 5.363801804451505, ""ordinal"": 1359.6222433558394}"
968,79,1,"{""mu"": 33.33197799329876, ""sigma"": 5.848533999761027, ""ordinal"": 1578.8730238563762}"
969,34,2,"{""mu"": 22.484791679558832, ""sigma"": 6.897996960293893, ""ordinal"": 1242.9792191682518}"
969,96,2,"{""mu"": 22.261441446286494, ""sigma"": 5.281456069493761, ""ordinal"": 1354.009757707325}"
969,79,1,"{""mu"": 34.59352587789186, ""sigma"": 5.780782399074124, ""ordinal"": 1614.0282883360676}"
970,116,2,"{""mu"": 26.900833012235633, ""sigma"": 4.354221226561354, ""ordinal"": 1532.1160639812379}"
970,37,1,"{""mu"": 31.18107721647599, ""sigma"": 5.904710868773461, ""ordinal"": 1523.2066706437345}"
970,54,2,"{""mu"": 27.975519941145528, ""sigma"": 5.366538548533539, ""ordinal"": 1485.021703093078}"
971,116,2,"{""mu"": 26.47743156915922, ""sigma"": 4.302713690697901, ""ordinal"": 1525.6629719295724}"
971,37,1,"{""mu"": 32.95931469335194, ""sigma"": 5.810617820060063, ""ordinal"": 1572.6590695961222}"
971,54,2,"{""mu"": 27.149677113266527, ""sigma"": 5.24284345897374, ""ordinal"": 1474.1075216722875}"
972,10,2,"{""mu"": 20.355163439135666, ""sigma"": 4.629368096696157, ""ordinal"": 1355.2094195771326}"
972,103,1,"{""mu"": 22.149165163040582, ""sigma"": 4.716810157532858, ""ordinal"": 1391.9696325706082}"
972,155,2,"{""mu"": 18.905716508794946, ""sigma"": 5.529854285909842, ""ordinal"": 1255.5876876255702}"
973,10,1,"{""mu"": 21.63740955382333, ""sigma"": 4.594341850762595, ""ordinal"": 1388.5052160368532}"
973,103,2,"{""mu"": 21.246415301194304, ""sigma"": 4.632840904915606, ""ordinal"": 1376.3494220747398}"
973,155,2,"{""mu"": 18.316980978885084, ""sigma"": 5.380280534264648, ""ordinal"": 1252.2273450261873}"
974,99,2,"{""mu"": 42.27258807967273, ""sigma"": 3.7115553846955844, ""ordinal"": 1947.3101262140635}"
974,149,2,"{""mu"": 37.34608026608697, ""sigma"": 7.203995369872398, ""ordinal"": 1577.6182597552747}"
974,112,1,"{""mu"": 36.98126673774471, ""sigma"": 7.2594507127690155, ""ordinal"": 1564.8699503865041}"
975,99,2,"{""mu"": 41.72546735111231, ""sigma"": 3.691707479289486, ""ordinal"": 1935.6082779178523}"
975,149,2,"{""mu"": 36.55797177330245, ""sigma"": 6.928164900634928, ""ordinal"": 1578.5634497135438}"
975,112,1,"{""mu"": 39.87382100288697, ""sigma"": 7.132061394878656, ""ordinal"": 1643.463283638024}"
976,11,2,"{""mu"": 31.503181152468695, ""sigma"": 4.236147211699131, ""ordinal"": 1651.0737484169113}"
976,121,1,"{""mu"": 28.781059780203144, ""sigma"": 4.6352178060781855, ""ordinal"": 1557.009752687246}"
976,130,2,"{""mu"": 28.783259330979714, ""sigma"": 6.876552906113915, ""ordinal"": 1395.6864147033114}"
977,11,2,"{""mu"": 30.82680697600667, ""sigma"": 4.1890329180378565, ""ordinal"": 1638.2329973254343}"
977,121,1,"{""mu"": 30.045646873777027, ""sigma"": 4.605841860271092, ""ordinal"": 1589.47491103113}"
977,130,2,"{""mu"": 27.78240962175551, ""sigma"": 6.555442999966131, ""ordinal"": 1394.785934924571}"
978,17,2,"{""mu"": 34.81972625889623, ""sigma"": 3.9094031648594454, ""ordinal"": 1754.1964023436294}"
978,42,1,"{""mu"": 32.22540304992526, ""sigma"": 6.016462456054417, ""ordinal"": 1540.2243763622882}"
978,8,2,"{""mu"": 31.601298036729318, ""sigma"": 5.581774976424419, ""ordinal"": 1556.5433545789456}"
979,17,2,"{""mu"": 34.21396220616168, ""sigma"": 3.873995335837897, ""ordinal"": 1742.2074287675518}"
979,42,1,"{""mu"": 34.36913281717685, ""sigma"": 5.9262994029374605, ""ordinal"": 1598.1656306007471}"
979,8,2,"{""mu"": 30.99068956127583, ""sigma"": 5.439697514096306, ""ordinal"": 1552.118328455686}"
980,101,2,"{""mu"": 37.62030989233804, ""sigma"": 3.7545370476699063, ""ordinal"": 1832.5607699838797}"
980,175,2,"{""mu"": 28.6478386817977, ""sigma"": 5.346105631949476, ""ordinal"": 1502.6285228627826}"
980,20,1,"{""mu"": 36.565326963042324, ""sigma"": 4.041564784460604, ""ordinal"": 1786.5751826318524}"
981,101,1,"{""mu"": 38.384442094211416, ""sigma"": 3.734605809492042, ""ordinal"": 1852.334991977647}"
981,175,2,"{""mu"": 28.63787952761299, ""sigma"": 5.217012784266743, ""ordinal"": 1511.6841881955063}"
981,20,2,"{""mu"": 35.6856483212458, ""sigma"": 3.990189070076531, ""ordinal"": 1769.161946664389}"
982,79,2,"{""mu"": 33.00593797762938, ""sigma"": 5.613814605567843, ""ordinal"": 1587.9478598622204}"
982,32,2,"{""mu"": 26.538923034233285, ""sigma"": 5.473546269211356, ""ordinal"": 1442.8388214383813}"
982,85,1,"{""mu"": 36.564956020033385, ""sigma"": 4.136103745427075, ""ordinal"": 1779.7594748100519}"
983,79,1,"{""mu"": 34.82325936872877, ""sigma"": 5.5392080513242945, ""ordinal"": 1636.9352451541413}"
983,32,2,"{""mu"": 26.57188472169133, ""sigma"": 5.363785861976171, ""ordinal"": 1451.5326512583076}"
983,85,2,"{""mu"": 35.55944509088409, ""sigma"": 4.09197066684978, ""ordinal"": 1758.804794168034}"
984,129,2,"{""mu"": 26.685094239921213, ""sigma"": 4.250257356128738, ""ordinal"": 1534.42373211684}"
984,37,1,"{""mu"": 34.67296062230184, ""sigma"": 5.710095775967664, ""ordinal"": 1621.0241590655723}"
984,172,2,"{""mu"": 28.65807068742146, ""sigma"": 4.463158713687381, ""ordinal"": 1566.4462691126237}"
985,129,2,"{""mu"": 26.583387309062008, ""sigma"": 4.202738689047265, ""ordinal"": 1535.4041098060852}"
985,37,2,"{""mu"": 32.73977629443877, ""sigma"": 5.52379702739822, ""ordinal"": 1588.0412450938586}"
985,172,1,"{""mu"": 29.951436019441996, ""sigma"": 4.43431991854615, ""ordinal"": 1599.563430331285}"
986,148,2,"{""mu"": 37.79632365205729, ""sigma"": 3.8411833776093824, ""ordinal"": 1830.5465644614994}"
986,114,2,"{""mu"": 29.18204025124785, ""sigma"": 4.252839954603179, ""ordinal"": 1594.1644892985196}"
986,103,1,"{""mu"": 23.0823013361224, ""sigma"": 4.612519377572857, ""ordinal"": 1421.873836881692}"
987,148,1,"{""mu"": 38.3726884256041, ""sigma"": 3.8180792668371435, ""ordinal"": 1846.0428150022242}"
987,114,2,"{""mu"": 28.474798965831006, ""sigma"": 4.190192890426427, ""ordinal"": 1581.7012870692415}"
987,103,2,"{""mu"": 23.083219908113936, ""sigma"": 4.539845490233066, ""ordinal"": 1427.1284024979536}"
988,6,2,"{""mu"": 24.724078820072744, ""sigma"": 6.720821854136021, ""ordinal"": 1309.4787181839522}"
988,64,2,"{""mu"": 30.02732614247955, ""sigma"": 4.661253150249792, ""ordinal"": 1585.0456006015243}"
988,34,1,"{""mu"": 25.257060820877495, ""sigma"": 6.805107730282571, ""ordinal"": 1316.2017031207147}"
989,6,2,"{""mu"": 24.09238043848785, ""sigma"": 6.505716966186297, ""ordinal"": 1309.8055089582951}"
989,64,2,"{""mu"": 29.136743737791733, ""sigma"": 4.607893282853267, ""ordinal"": 1567.5135333415665}"
989,34,1,"{""mu"": 27.802564313449988, ""sigma"": 6.700184151292004, ""ordinal"": 1384.8482846297754}"
990,10,1,"{""mu"": 22.87618239015893, ""sigma"": 4.557540287836267, ""ordinal"": 1420.8854766396032}"
990,151,2,"{""mu"": 20.21387055112154, ""sigma"": 4.572838595311527, ""ordinal"": 1355.888514364487}"
990,77,2,"{""mu"": 19.92475955418715, ""sigma"": 5.128097146499609, ""ordinal"": 1308.9712347525196}"
991,10,2,"{""mu"": 22.017480801925515, ""sigma"": 4.478071963601864, ""ordinal"": 1405.9983578668782}"
991,151,2,"{""mu"": 19.74171472411286, ""sigma"": 4.4965709730271355, ""ordinal"": 1350.048043320755}"
991,77,1,"{""mu"": 21.605584187607604, ""sigma"": 5.073287572864534, ""ordinal"": 1353.257315256336}"
992,119,2,"{""mu"": 18.658975474758133, ""sigma"": 6.285762941321563, ""ordinal"": 1195.2404796190426}"
992,191,2,"{""mu"": 25.670954940321003, ""sigma"": 5.47165445329676, ""ordinal"": 1422.1437979303373}"
992,116,1,"{""mu"": 27.424030159090982, ""sigma"": 4.279943198223244, ""ordinal"": 1550.0208135461098}"
993,119,2,"{""mu"": 18.459356294429185, ""sigma"": 6.098719352819889, ""ordinal"": 1203.9167576632685}"
993,191,2,"{""mu"": 24.372793685498717, ""sigma"": 5.345595291940967, ""ordinal"": 1400.0641874322196}"
993,116,1,"{""mu"": 28.310981292612812, ""sigma"": 4.255840014229697, ""ordinal"": 1573.0430699981694}"
994,134,2,"{""mu"": 18.5546619746997, ""sigma"": 6.652442876380665, ""ordinal"": 1166.336000293385}"
994,118,2,"{""mu"": 20.075200624551744, ""sigma"": 6.835895956315901, ""ordinal"": 1189.620306134497}"
994,123,1,"{""mu"": 24.565935817700662, ""sigma"": 7.026371809946819, ""ordinal"": 1283.683689308645}"
995,134,2,"{""mu"": 17.769839670245634, ""sigma"": 6.486563487223553, ""ordinal"": 1159.4435810057994}"
995,118,2,"{""mu"": 18.95538812314892, ""sigma"": 6.645058405839916, ""ordinal"": 1176.4851097351002}"
995,123,1,"{""mu"": 26.6245296811285, ""sigma"": 6.914631394908089, ""ordinal"": 1341.1352519137015}"
996,54,1,"{""mu"": 28.39714169340036, ""sigma"": 5.184086823887674, ""ordinal"": 1508.277149321696}"
996,96,2,"{""mu"": 21.322854100935885, ""sigma"": 5.1693791142731165, ""ordinal"": 1339.5532021947968}"
996,155,2,"{""mu"": 17.977305336316473, ""sigma"": 5.270641222006239, ""ordinal"": 1251.969160087146}"
997,54,2,"{""mu"": 26.710933532966465, ""sigma"": 5.076997726535209, ""ordinal"": 1475.5185684806602}"
997,96,1,"{""mu"": 22.992552034071807, ""sigma"": 5.123314407060856, ""ordinal"": 1382.9426115093418}"
997,155,2,"{""mu"": 17.984538976425416, ""sigma"": 5.177782336314087, ""ordinal"": 1258.8286072195956}"
998,112,1,"{""mu"": 42.03490889100494, ""sigma"": 6.964554929187693, ""ordinal"": 1707.3898584826047}"
998,42,2,"{""mu"": 33.31925245536634, ""sigma"": 5.7801842012005125, ""ordinal"": 1583.4887964423551}"
998,11,2,"{""mu"": 30.60574557020193, ""sigma"": 4.156331261398742, ""ordinal"": 1635.2820428641369}"
999,112,1,"{""mu"": 43.88906093181436, ""sigma"": 6.805717362554186, ""ordinal"": 1763.3258122596433}"
999,42,2,"{""mu"": 32.46124605162173, ""sigma"": 5.647283357494291, ""ordinal"": 1572.4655034993325}"
999,11,2,"{""mu"": 30.388940306560926, ""sigma"": 4.1239371412144825, ""ordinal"": 1632.4110931900195}"
1000,121,1,"{""mu"": 31.441792712817584, ""sigma"": 4.581782756374165, ""ordinal"": 1624.7146666486822}"
1000,149,2,"{""mu"": 34.84374312586986, ""sigma"": 6.568393989282325, ""ordinal"": 1563.3254677925493}"
1000,20,2,"{""mu"": 35.2064649295823, ""sigma"": 3.9527625397827713, ""ordinal"": 1760.3562554456157}"
1001,121,2,"{""mu"": 31.08634273817289, ""sigma"": 4.517909801319986, ""ordinal"": 1620.7827200211104}"
1001,149,2,"{""mu"": 33.213658690328195, ""sigma"": 6.270037919140499, ""ordinal"": 1545.6850783897607}"
1001,20,1,"{""mu"": 36.06154196017937, ""sigma"": 3.9347511376014213, ""ordinal"": 1782.1749251370024}"
1002,99,2,"{""mu"": 40.89591321427994, ""sigma"": 3.6458209315269867, ""ordinal"": 1919.0028100727757}"
1002,101,1,"{""mu"": 39.35512660809961, ""sigma"": 3.713208512444095, ""ordinal"": 1877.1720256984158}"
1002,85,2,"{""mu"": 35.413292973763795, ""sigma"": 4.031896869200823, ""ordinal"": 1759.6224567878717}"
1003,99,2,"{""mu"": 40.28090200921387, ""sigma"": 3.5999245663822244, ""ordinal"": 1907.5470794416128}"
1003,101,2,"{""mu"": 38.913278316749356, ""sigma"": 3.6651819160103662, ""ordinal"": 1870.0255816492381}"
1003,85,1,"{""mu"": 36.68628994629498, ""sigma"": 4.007155623368258, ""ordinal"": 1791.9557538285649}"
1004,17,1,"{""mu"": 35.02295499437953, ""sigma"": 3.8536122690169403, ""ordinal"": 1763.090836495889}"
1004,79,2,"{""mu"": 32.89460541063629, ""sigma"": 5.378321274016036, ""ordinal"": 1602.2313981261163}"
1004,103,2,"{""mu"": 23.268027787285455, ""sigma"": 4.488186882450578, ""ordinal"": 1435.2832113584093}"
1005,17,2,"{""mu"": 34.31542708369323, ""sigma"": 3.810435220324138, ""ordinal"": 1749.2189141452996}"
1005,79,2,"{""mu"": 32.00459807343997, ""sigma"": 5.214584089932521, ""ordinal"": 1592.6602992874177}"
1005,103,1,"{""mu"": 24.847491804981725, ""sigma"": 4.467552987722026, ""ordinal"": 1474.6759882035756}"
1006,34,1,"{""mu"": 30.24007044262348, ""sigma"": 6.592155410105429, ""ordinal"": 1451.1265010953725}"
1006,130,2,"{""mu"": 26.861277286696165, ""sigma"": 6.340192606762681, ""ordinal"": 1388.176787193795}"
1006,172,2,"{""mu"": 29.305136479437298, ""sigma"": 4.388640183411165, ""ordinal"": 1587.3411823008914}"
1007,34,2,"{""mu"": 28.876847117604967, ""sigma"": 6.351816381439147, ""ordinal"": 1435.7135513589005}"
1007,130,1,"{""mu"": 29.175297718227057, ""sigma"": 6.255121773254055, ""ordinal"": 1449.8383775631573}"
1007,172,2,"{""mu"": 28.800516646710324, ""sigma"": 4.3434555800477295, ""ordinal"": 1578.4835977576113}"
1008,37,2,"{""mu"": 31.86148188471335, ""sigma"": 5.3748166584970996, ""ordinal"": 1577.688765821329}"
1008,8,2,"{""mu"": 30.45056735332582, ""sigma"": 5.305796510550613, ""ordinal"": 1548.7962677201756}"
1008,148,1,"{""mu"": 39.05856790585417, ""sigma"": 3.800382853343936, ""ordinal"": 1863.7780642997368}"
1009,37,2,"{""mu"": 31.093556166137652, ""sigma"": 5.2390660323564004, ""ordinal"": 1569.0325936576428}"
1009,8,2,"{""mu"": 29.94237961931214, ""sigma"": 5.1816725040365785, ""ordinal"": 1545.5366905728577}"
1009,148,1,"{""mu"": 39.70336842053015, ""sigma"": 3.782253229458133, ""ordinal"": 1880.558609571738}"
1010,32,1,"{""mu"": 28.159131560203, ""sigma"": 5.312253828092667, ""ordinal"": 1493.3368818222}"
1010,123,2,"{""mu"": 25.30015981996378, ""sigma"": 6.6029499427217075, ""ordinal"": 1331.7914398031678}"
1010,129,2,"{""mu"": 26.09815121616085, ""sigma"": 4.161725634535787, ""ordinal"": 1526.7113835012838}"
1011,32,2,"{""mu"": 27.112859316753894, ""sigma"": 5.197213842934122, ""ordinal"": 1476.5092269108368}"
1011,123,2,"{""mu"": 24.42169079437535, ""sigma"": 6.339872279661223, ""ordinal"": 1329.6497749294003}"
1011,129,1,"{""mu"": 27.089458651541303, ""sigma"": 4.143053284258041, ""ordinal"": 1551.8471711704124}"
1012,175,2,"{""mu"": 27.75411218022667, ""sigma"": 5.10778674031961, ""ordinal"": 1498.3380470224283}"
1012,116,2,"{""mu"": 27.759729656420998, ""sigma"": 4.208480174063293, ""ordinal"": 1563.2229392215468}"
1012,6,1,"{""mu"": 26.754441642982528, ""sigma"": 6.40198054666794, ""ordinal"": 1381.164000071489}"
1013,175,2,"{""mu"": 26.942270904912775, ""sigma"": 5.006508608948041, ""ordinal"": 1486.1458818736478}"
1013,116,1,"{""mu"": 28.75498514033622, ""sigma"": 4.187167465994543, ""ordinal"": 1588.6435858164623}"
1013,6,2,"{""mu"": 25.727095824332597, ""sigma"": 6.153670516419089, ""ordinal"": 1374.386022601808}"
1014,10,1,"{""mu"": 23.442792264022714, ""sigma"": 4.451848707020476, ""ordinal"": 1442.0939074310709}"
1014,54,2,"{""mu"": 26.027000777752647, ""sigma"": 4.955383544895815, ""ordinal"": 1467.860403433565}"
1014,64,2,"{""mu"": 28.191038747562587, ""sigma"": 4.52250725742289, ""ordinal"": 1550.964407407054}"
1015,10,1,"{""mu"": 24.79643186952863, ""sigma"": 4.422495957467947, ""ordinal"": 1476.694655930995}"
