game,player,ranking,updated_rating
597,92,2,"{""mu"": 34.230325201526526, ""sigma"": 4.2491799265182, ""ordinal"": 1715.5868501273262}"
597,54,1,"{""mu"": 31.40976373481441, ""sigma"": 6.005645916116542, ""ordinal"": 1521.4278236751547}"
597,116,2,"{""mu"": 28.315618908012322, ""sigma"": 4.590872611729096, ""ordinal"": 1549.0320257478008}"
598,92,1,"{""mu"": 35.155960741274555, ""sigma"": 4.222208283829561, ""ordinal"": 1739.7440613548608}"
598,54,2,"{""mu"": 30.141621992781836, ""sigma"": 5.79129726545363, ""ordinal"": 1506.4255247141027}"
598,116,2,"{""mu"": 27.976326325664512, ""sigma"": 4.524179630154539, ""ordinal"": 1545.6908984448214}"
599,64,2,"{""mu"": 32.07075886217882, ""sigma"": 5.128959275621914, ""ordinal"": 1600.4131448475139}"
599,172,1,"{""mu"": 27.672361171412593, ""sigma"": 5.123969815612575, ""ordinal"": 1495.2108413897968}"
599,125,2,"{""mu"": 29.553117163849514, ""sigma"": 6.110346891295742, ""ordinal"": 1469.3298357590947}"
600,64,1,"{""mu"": 33.395961663918975, ""sigma"": 5.080304339990949, ""ordinal"": 1635.721167454707}"
600,172,2,"{""mu"": 27.149904302639065, ""sigma"": 5.032423137334494, ""ordinal"": 1489.263237375254}"
600,125,2,"{""mu"": 28.41531556067672, ""sigma"": 5.9151996518092185, ""ordinal"": 1456.0731985259777}"
601,64,2,"{""mu"": 32.18765142534843, ""sigma"": 4.9802960233594336, ""ordinal"": 1613.922320526483}"
601,172,1,"{""mu"": 28.739719525075415, ""sigma"": 4.994778730120211, ""ordinal"": 1530.1292000331548}"
601,125,2,"{""mu"": 27.856956675176253, ""sigma"": 5.745341964011233, ""ordinal"": 1454.9023387954212}"
602,129,2,"{""mu"": 28.853211141663994, ""sigma"": 4.684464284599802, ""ordinal"": 1555.1956389087502}"
602,101,1,"{""mu"": 35.68177579915014, ""sigma"": 4.167980840929852, ""ordinal"": 1756.2679986326539}"
602,199,2,"{""mu"": 31.745999472626778, ""sigma"": 5.29489055835553, ""ordinal"": 1580.6718671414444}"
603,129,2,"{""mu"": 28.503797600933094, ""sigma"": 4.605558582727545, ""ordinal"": 1552.4909244660112}"
603,101,1,"{""mu"": 36.55977191387512, ""sigma"": 4.140113286096824, ""ordinal"": 1779.3463693340314}"
603,199,2,"{""mu"": 30.775642061729517, ""sigma"": 5.15500180693233, ""ordinal"": 1567.4552793823805}"
604,129,2,"{""mu"": 28.15441060400865, ""sigma"": 4.530187839167951, ""ordinal"": 1549.5323300761152}"
604,101,1,"{""mu"": 37.37567558624179, ""sigma"": 4.111843571674137, ""ordinal"": 1800.963476909265}"
604,199,2,"{""mu"": 29.948572122041043, ""sigma"": 5.028329344490273, ""ordinal"": 1556.7260181256854}"
605,178,2,"{""mu"": 29.703470272613156, ""sigma"": 6.188238977711673, ""ordinal"": 1467.3300801474752}"
605,17,1,"{""mu"": 34.20453755850653, ""sigma"": 4.277239377909997, ""ordinal"": 1712.947666194637}"
605,121,2,"{""mu"": 24.213248435384422, ""sigma"": 4.930262766104249, ""ordinal"": 1426.1390432897201}"
606,178,2,"{""mu"": 28.243700707046116, ""sigma"": 5.967287390942183, ""ordinal"": 1448.2041248212695}"
606,17,1,"{""mu"": 35.03484274610282, ""sigma"": 4.250725755915346, ""ordinal"": 1734.7839714805627}"
606,121,2,"{""mu"": 24.03685320220702, ""sigma"": 4.853925655005889, ""ordinal"": 1427.4018296925444}"
607,178,2,"{""mu"": 27.064578172148213, ""sigma"": 5.772614302080611, ""ordinal"": 1433.9216463817531}"
607,17,1,"{""mu"": 35.80095512349686, ""sigma"": 4.223723080625299, ""ordinal"": 1755.1148611589033}"
607,121,2,"{""mu"": 23.818223859032187, ""sigma"": 4.77856613786953, ""ordinal"": 1427.5806106901664}"
608,122,2,"{""mu"": 31.755247617193998, ""sigma"": 4.334801352238793, ""ordinal"": 1650.0202454514629}"
608,32,2,"{""mu"": 23.665744872345417, ""sigma"": 6.184157608264092, ""ordinal"": 1322.7185291412754}"
608,106,1,"{""mu"": 25.65498690450704, ""sigma"": 6.268319666397372, ""ordinal"": 1364.4006697275581}"
609,122,2,"{""mu"": 30.838571379602342, ""sigma"": 4.288041079544096, ""ordinal"": 1631.3867553832813}"
609,32,1,"{""mu"": 26.043309073977742, ""sigma"": 6.109907468916808, ""ordinal"": 1385.1260800134555}"
609,106,2,"{""mu"": 25.12872415752207, ""sigma"": 6.078492497169967, ""ordinal"": 1365.437919984292}"
610,122,2,"{""mu"": 30.021660171295565, ""sigma"": 4.241364017633667, ""ordinal"": 1615.1416348414696}"
610,32,2,"{""mu"": 25.440157560507622, ""sigma"": 5.928752427960056, ""ordinal"": 1383.693606639059}"
610,106,1,"{""mu"": 27.366908784883574, ""sigma"": 6.001068665736597, ""ordinal"": 1424.728866904171}"
611,77,2,"{""mu"": 23.049740792958715, ""sigma"": 6.157367346850067, ""ordinal"": 1309.8633300578044}"
611,11,2,"{""mu"": 29.43853098237444, ""sigma"": 4.52376416474197, ""ordinal"": 1580.8137237155647}"
611,180,1,"{""mu"": 28.919657836756603, ""sigma"": 5.3124277895640235, ""ordinal"": 1511.5769872335486}"
612,77,2,"{""mu"": 22.705423808563992, ""sigma"": 5.973998724068642, ""ordinal"": 1314.8022632725936}"
612,11,1,"{""mu"": 30.491926417300498, ""sigma"": 4.493801092272566, ""ordinal"": 1608.2525553715873}"
612,180,2,"{""mu"": 27.723407266135307, ""sigma"": 5.197189637997376, ""ordinal"": 1491.1641204514362}"
613,77,2,"{""mu"": 22.518188377031098, ""sigma"": 5.811139076781009, ""ordinal"": 1322.0345075205137}"
613,11,2,"{""mu"": 29.454999961759007, ""sigma"": 4.433055875149896, ""ordinal"": 1587.7399760714238}"
613,180,1,"{""mu"": 29.251943079170225, ""sigma"": 5.145178775200946, ""ordinal"": 1531.5937620856173}"
614,103,2,"{""mu"": 23.395097243192378, ""sigma"": 5.098487859833196, ""ordinal"": 1394.391207928627}"
614,190,1,"{""mu"": 24.09933034276602, ""sigma"": 6.089260460517717, ""ordinal"": 1339.9571750691089}"
614,150,2,"{""mu"": 18.637828565195672, ""sigma"": 4.80551451381541, ""ordinal"": 1301.3108405699866}"
615,103,2,"{""mu"": 22.617919448965836, ""sigma"": 4.997965893583114, ""ordinal"": 1382.9765224371959}"
615,190,2,"{""mu"": 22.82509682000874, ""sigma"": 5.880040143416344, ""ordinal"": 1324.439433354233}"
615,150,1,"{""mu"": 20.121964577899803, ""sigma"": 4.77582839264951, ""ordinal"": 1339.0675055988306}"
616,103,2,"{""mu"": 21.864626966339138, ""sigma"": 4.901892744006302, ""ordinal"": 1371.8147696236856}"
616,190,2,"{""mu"": 21.736855245279937, ""sigma"": 5.693386716105974, ""ordinal"": 1311.7606823270883}"
616,150,1,"{""mu"": 21.527773674847154, ""sigma"": 4.742383798501645, ""ordinal"": 1375.2149347042132}"
617,96,2,"{""mu"": 23.237967512894407, ""sigma"": 5.958875092395085, ""ordinal"": 1328.6722136570197}"
617,175,1,"{""mu"": 26.943827748152504, ""sigma"": 6.1027456919594885, ""ordinal"": 1407.254176134577}"
617,40,2,"{""mu"": 19.14335531707972, ""sigma"": 6.091201544594785, ""ordinal"": 1220.8740163990888}"
618,96,1,"{""mu"": 25.11753384166458, ""sigma"": 5.891791019251313, ""ordinal"": 1378.6118588138554}"
618,175,2,"{""mu"": 25.23015981741344, ""sigma"": 5.941645002546403, ""ordinal"": 1377.7253954345815}"
618,40,2,"{""mu"": 18.88659301139538, ""sigma"": 5.953716191700068, ""ordinal"": 1224.6106664710842}"
619,96,2,"{""mu"": 23.72453506765318, ""sigma"": 5.7469637596771, ""ordinal"": 1355.6074509269251}"
619,175,1,"{""mu"": 26.95886770605671, ""sigma"": 5.867093152796208, ""ordinal"": 1424.582117944034}"
619,40,2,"{""mu"": 18.57328396279107, ""sigma"": 5.821367615569633, ""ordinal"": 1226.620346785972}"
620,56,2,"{""mu"": 18.55615149480496, ""sigma"": 6.062553984227064, ""ordinal"": 1208.8437490109704}"
620,126,1,"{""mu"": 21.37142310662622, ""sigma"": 6.098219183562668, ""ordinal"": 1273.8423733425172}"
620,10,2,"{""mu"": 21.39071381394657, ""sigma"": 4.923008003492872, ""ordinal"": 1358.920555283231}"
621,56,2,"{""mu"": 17.87523765593779, ""sigma"": 5.89570523351204, ""ordinal"": 1204.51492692964}"
621,126,2,"{""mu"": 20.112975949145113, ""sigma"": 5.917188140016408, ""ordinal"": 1256.6738766983012}"
621,10,1,"{""mu"": 22.659978779826787, ""sigma"": 4.886907965295568, ""ordinal"": 1391.982117214562}"
622,56,1,"{""mu"": 19.974498058685672, ""sigma"": 5.828051248568947, ""ordinal"": 1259.768263511492}"
622,126,2,"{""mu"": 19.31921990992114, ""sigma"": 5.752732358952593, ""ordinal"": 1249.4645479935207}"
622,10,2,"{""mu"": 21.75898059260336, ""sigma"": 4.807874008118733, ""ordinal"": 1376.0486056379318}"
623,151,1,"{""mu"": 20.31071662203397, ""sigma"": 4.987567383458669, ""ordinal"": 1328.352347319791}"
623,97,2,"{""mu"": 18.213140850421635, ""sigma"": 6.067595009292084, ""ordinal"": 1200.2485397410892}"
623,155,2,"{""mu"": 18.65657776912399, ""sigma"": 6.139811737439729, ""ordinal"": 1205.6914213633154}"
624,151,1,"{""mu"": 21.588434570389733, ""sigma"": 4.949499981937313, ""ordinal"": 1361.758430989867}"
624,97,2,"{""mu"": 17.311700150323464, ""sigma"": 5.89707139944837, ""ordinal"": 1190.8916628474806}"
624,155,2,"{""mu"": 17.643506553871784, ""sigma"": 5.9592515395116585, ""ordinal"": 1194.3780464480833}"
625,151,2,"{""mu"": 20.578088928975674, ""sigma"": 4.867772480533948, ""ordinal"": 1343.394515696972}"
625,97,2,"{""mu"": 16.730648670181427, ""sigma"": 5.743356583061073, ""ordinal"": 1188.013894103957}"
625,155,1,"{""mu"": 19.701384460671434, ""sigma"": 5.885266850390764, ""ordinal"": 1249.0940138279793}"
626,85,2,"{""mu"": 35.97872428595162, ""sigma"": 4.604403705561913, ""ordinal"": 1731.9723160623812}"
626,172,1,"{""mu"": 30.589708551088897, ""sigma"": 4.956211677209029, ""ordinal"": 1577.3057644670835}"
626,17,2,"{""mu"": 35.21423147482204, ""sigma"": 4.163032220263426, ""ordinal"": 1745.4032355367624}"
627,85,1,"{""mu"": 37.175637584599755, ""sigma"": 4.561516567256277, ""ordinal"": 1763.7861091879422}"
627,172,2,"{""mu"": 30.286289334697088, ""sigma"": 4.853183810998965, ""ordinal"": 1577.4417096408047}"
627,17,2,"{""mu"": 34.4498158873032, ""sigma"": 4.106201952641931, ""ordinal"": 1731.1490407050578}"
628,85,1,"{""mu"": 38.279892765541135, ""sigma"": 4.517926025293804, ""ordinal"": 1793.4267525518335}"
628,172,2,"{""mu"": 29.995683559729173, ""sigma"": 4.757087469925335, ""ordinal"": 1577.386107598876}"
628,17,2,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
629,148,1,"{""mu"": 44.19074444899111, ""sigma"": 4.097883253583221, ""ordinal"": 1965.5302725177949}"
629,101,2,"{""mu"": 36.63923624141737, ""sigma"": 4.056643337593192, ""ordinal"": 1787.263349487307}"
629,114,2,"{""mu"": 30.835224700914168, ""sigma"": 4.614307326501492, ""ordinal"": 1607.8152653138327}"
630,148,2,"{""mu"": 42.80101879138154, ""sigma"": 4.045322653140939, ""ordinal"": 1935.9612199670091}"
630,101,1,"{""mu"": 37.796406233259965, ""sigma"": 4.032938606401916, ""ordinal"": 1816.7421699373012}"
630,114,2,"{""mu"": 31.10009464085439, ""sigma"": 4.552687677918527, ""ordinal"": 1618.6087585703713}"
631,148,2,"{""mu"": 41.56620789047932, ""sigma"": 3.9921947085235896, ""ordinal"": 1910.1509703578054}"
631,101,1,"{""mu"": 38.877700058578554, ""sigma"": 4.007221488532475, ""ordinal"": 1844.544854231547}"
631,114,2,"{""mu"": 31.286097989882265, ""sigma"": 4.489141972794229, ""ordinal"": 1627.6481297159899}"
632,202,2,"{""mu"": 37.58743394203331, ""sigma"": 3.952524538468256, ""ordinal"": 1817.516647839085}"
632,92,2,"{""mu"": 34.82477598450513, ""sigma"": 4.154732664287172, ""ordinal"": 1736.6538717994467}"
632,99,1,"{""mu"": 39.67889246008384, ""sigma"": 3.9631258240217417, ""ordinal"": 1866.9483597124467}"
633,202,1,"{""mu"": 38.62424261369932, ""sigma"": 3.926409222664792, ""ordinal"": 1844.2803586969187}"
633,92,2,"{""mu"": 34.5920432922568, ""sigma"": 4.0923211317341535, ""ordinal"": 1735.561917529304}"
633,99,2,"{""mu"": 38.84828694488029, ""sigma"": 3.9051454274998076, ""ordinal"": 1851.1884158971409}"
634,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
634,92,2,"{""mu"": 34.3427610844016, ""sigma"": 4.0324074372859755, ""ordinal"": 1733.8929305410481}"
634,99,1,"{""mu"": 39.79627243145753, ""sigma"": 3.8783108122504157, ""ordinal"": 1875.8721598729508}"
635,85,2,"{""mu"": 37.68659496996692, ""sigma"": 4.426065840797866, ""ordinal"": 1785.8015387417597}"
635,101,2,"{""mu"": 38.3349446941699, ""sigma"": 3.9500901570072235, ""ordinal"": 1835.6321813555573}"
635,99,1,"{""mu"": 40.74193655910179, ""sigma"": 3.8543831907493673, ""ordinal"": 1900.2908876844886}"
636,85,2,"{""mu"": 37.26495227739114, ""sigma"": 4.34210528749083, ""ordinal"": 1781.7272739580476}"
636,101,1,"{""mu"": 39.397787577696455, ""sigma"": 3.925563814910275, ""ordinal"": 1862.906307191175}"
636,99,2,"{""mu"": 40.049742507807224, ""sigma"": 3.8032065476219303, ""ordinal"": 1887.3629487585945}"
637,85,2,"{""mu"": 36.836151883643396, ""sigma"": 4.263242398159643, ""ordinal"": 1777.1141925399472}"
637,101,2,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
637,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
638,20,2,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
638,17,1,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
639,20,2,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
639,17,1,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
640,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
640,101,2,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
641,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
641,101,2,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
642,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
642,20,1,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
643,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
643,20,2,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
644,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
644,99,2,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
645,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
645,99,2,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
646,101,2,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
646,20,1,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
647,101,2,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
647,20,1,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
648,17,2,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
648,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
649,17,2,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
649,23,1,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
650,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
650,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
651,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
651,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
652,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
652,101,2,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
653,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
653,101,1,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
654,17,2,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
654,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
655,17,1,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
655,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
656,20,2,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
656,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
657,20,2,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
657,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
658,101,1,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
658,17,2,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
659,101,1,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
659,17,2,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
660,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
660,101,1,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
661,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
661,101,1,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
662,20,1,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
662,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
663,20,2,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
663,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
664,17,2,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
664,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
665,17,2,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
665,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
666,17,1,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
666,20,2,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
667,17,2,"{""mu"": 33.762991464076684, ""sigma"": 4.051952564626138, ""ordinal"": 1718.5712104847585}"
667,20,1,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
668,101,2,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
668,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
669,101,2,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
669,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
670,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
670,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
671,23,2,"{""mu"": 30.94117481413169, ""sigma"": 6.62101130145897, ""ordinal"": 1465.8753818341147}"
671,202,1,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
672,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
672,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
673,99,1,"{""mu"": 40.95612943860878, ""sigma"": 3.779907666494238, ""ordinal"": 1910.7937545390255}"
673,202,2,"{""mu"": 37.89539726650931, ""sigma"": 3.8701353728213537, ""ordinal"": 1830.839787553086}"
674,20,1,"{""mu"": 35.77269131650341, ""sigma"": 4.261343046849594, ""ordinal"": 1751.7278922229111}"
674,101,2,"{""mu"": 38.78267519028507, ""sigma"": 3.8704113621146967, ""ordinal"": 1852.1145864945834}"
